time,pmt_high_voltage,pmt_current,v_p2p_ch1,v_rms_ch1,v_p2p_ch2,v_rms_ch2
1742899750.317479,1380.2,171.265,0.0535999984,0.0131526385,0.0552000031,0.0113476422
1742899753.827153,1385.1,172.025,0.0600000024,0.0168067832,0.0567999966,0.0123331323
1742899757.2694788,1390.1,172.78,0.0463999994,0.0168874264,0.0631999969,0.0130567085
1742899760.7856002,1395.1,173.54,0.0463999994,0.0161315203,0.060800001,0.0127361445
1742899764.4531288,1400.1,174.295,0.0480000004,0.0172183122,0.0592,0.0140511561
1742899768.158148,1405.1,175.075,0.0511999987,0.0146307368,0.0567999966,0.0115205999
1742899771.5526776,1410.2,175.83,0.0500000045,0.016618371,0.0568000004,0.0111111319
1742899774.8451018,1415.1,176.585,0.0447999984,0.0107790036,0.0544000007,0.0130492635
1742899778.1595192,1420.0,177.345,0.0463999994,0.0162536371,0.0623999983,0.0131851705
1742899781.8096235,1425.0,178.105,0.0472000018,0.016013138,0.055999998,0.0124682663
1742899785.2910771,1430.1,178.88,0.0487999991,0.011949419,0.0584000014,0.0141295297
1742899788.9430745,1435.1,179.635,0.0527999997,0.0118983295,0.0592,0.0136806583
1742899792.493125,1440.0,180.395,0.0520000011,0.0175132882,0.060800001,0.0112813674
1742899795.8713982,1445.0,181.15,0.0495999977,0.0159950443,0.057599999,0.0127391107
1742899799.17747,1450.1,181.925,0.0495999977,0.0123092076,0.0568000004,0.0110240141
1742899802.7105513,1455.1,182.685,0.0440000035,0.0161997583,0.0623999983,0.0128708854
1742899806.0080693,1460.1,183.44,0.0487999991,0.0109823626,0.0599999987,0.0127111059
1742899809.591425,1465.0,184.2,0.0456000008,0.0113675492,0.0551999994,0.0130292354
1742899813.0823138,1470.0,184.955,0.0487999991,0.0171702337,0.0599999987,0.0118975695
1742899816.4629388,1475.1,185.73,0.0463999994,0.015820438,0.057599999,0.0128959557
1742899819.758353,1480.0,186.49,0.0504000001,0.0159220286,0.0551999994,0.0116737178
1742899823.0601566,1485.0,187.25,0.0495999977,0.0147444429,0.0583999977,0.0134564368
1742899826.6090295,1490.0,188.01,0.0500000045,0.0154834725,0.0615999959,0.0116031403
1742899830.1421952,1495.0,188.765,0.0479999967,0.013458536,0.0600000061,0.0151647227
1742899833.4747365,1500.2,189.545,0.0544000007,0.0145965237,0.0560000017,0.0131161334
1742899837.2375998,1505.2,190.295,0.0504000001,0.0143612027,0.0592,0.0109882262
1742899841.199607,1510.1,191.065,0.0480000041,0.0178065114,0.0568000004,0.0126350783
1742899844.5049345,1515.1,191.82,0.0463999994,0.016410375,0.0560000017,0.0126928184
1742899848.1450217,1520.1,192.58,0.0512000024,0.0160906669,0.0560000017,0.0143053215
1742899851.6867437,1525.1,193.35,0.0511999987,0.0163088311,0.0568000004,0.0143496301
1742899855.324882,1530.1,194.105,0.0500000045,0.0141418539,0.0600000061,0.0126233604
1742899858.7890828,1535.1,194.87,0.0500000045,0.0178950615,0.064000003,0.0121048512
1742899862.3403556,1540.0,195.62,0.0511999987,0.0157338399,0.057599999,0.011794243
1742899865.9028883,1545.1,196.395,0.0840000063,0.0159200188,0.0568000004,0.0117018931
1742899869.4889123,1550.1,197.15,0.0500000045,0.0140906582,0.064000003,0.012206072
1742899873.0702724,1555.1,197.915,0.0540000051,0.0185470227,0.0671999976,0.0124720074
1742899876.6330304,1560.0,198.67,0.0463999994,0.0135958344,0.0615999997,0.0113265691
1742899880.1870244,1565.0,199.43,0.0460000038,0.010795244,0.0560000017,0.0117046684
1742899883.554821,1570.1,200.205,0.0460000038,0.0179255959,0.0615999997,0.0116587132
1742899886.862161,1575.1,200.965,0.1079999954,0.0148744415,0.0584000014,0.0125140082
1742899890.339252,1580.0,201.72,0.0448000021,0.0170238931,0.0615999959,0.012237546
1742899893.9653044,1585.0,202.475,0.0480000004,0.0144116217,0.0656000003,0.0120875835
1742899897.3879557,1590.1,203.255,0.0519999973,0.0141834076,0.0679999962,0.013093167
1742899900.6527987,1595.1,204.01,0.0480000041,0.0141268866,0.0599999987,0.014931689
1742899904.2389088,1600.1,204.765,0.0520000048,0.0166241005,0.0631999969,0.0112251323
1742899907.5992112,1605.1,205.53,0.0511999987,0.0169241875,0.0623999983,0.0124671506
1742899911.310334,1610.0,206.29,0.0580000058,0.0152859278,0.0567999966,0.0129952393
1742899914.9138803,1615.1,207.065,0.0520000048,0.0239627361,0.060800001,0.0151306037
1742899918.5027506,1620.1,207.83,0.0540000051,0.0186360236,0.060800001,0.0116017247
1742899922.2019668,1625.1,208.585,0.1080000103,0.0116657466,0.0631999969,0.0149148079
1742899926.2647357,1630.1,209.345,0.0632000044,0.0145811485,0.0599999987,0.0111257508
1742899929.872725,1635.1,210.1,0.0620000027,0.012301513,0.0600000024,0.0116970567
1742899933.5840447,1640.1,210.875,0.0500000045,0.0131469574,0.0688000023,0.0124968085
1742899936.9829273,1645.1,211.63,0.1200000122,0.0177228693,0.0615999997,0.0112143196
1742899940.3185732,1650.1,212.39,0.0580000058,0.0135306139,0.0580000058,0.0188978855
1742899944.3742008,1655.0,213.15,0.0580000058,0.0179046448,0.0647999942,0.0121612493
1742899947.9472675,1660.1,213.925,0.0759999976,0.0467521325,0.064000003,0.0147363665
1742899951.2126634,1665.1,214.645,0.0879999995,0.0196673833,0.0680000037,0.015909208
1742899954.4899652,1670.1,215.41,0.0560000055,0.0156369377,0.0680000037,0.0138971051
1742899957.9408991,1675.1,216.18,0.0480000004,0.0118268849,0.0767999962,0.0170088205
1742899961.5421195,1680.1,216.975,0.0520000011,0.0192478597,0.064000003,0.0151828313
1742899965.6387239,1685.1,217.755,0.0583999977,0.0129429456,0.0623999983,0.0145554747
1742899969.3113186,1690.2,218.515,0.0680000037,0.01562774,0.0824000016,0.0156286955
1742899972.9973016,1695.2,219.275,0.0671999976,0.012422448,0.1080000028,0.0153290713
1742899976.5908718,1700.2,220.035,0.154399991,0.0167512204,0.088000007,0.0131288245
1742899980.1015368,1705.3,220.81,0.0656000003,0.0149002345,0.064000003,0.0127146505
1742899983.4849675,1710.2,221.565,0.1180000082,0.0200967658,0.0700000077,0.019566942
1742899986.9852219,1715.2,222.325,0.0720000044,0.0135446452,0.0659999996,0.0117583834
1742899990.5965838,1720.2,223.075,0.0527999997,0.0137097314,0.0607999973,0.0205772053
1742899994.206928,1725.2,223.84,0.0567999966,0.0118932165,0.0615999997,0.0150111616
1742899997.9342287,1730.3,224.615,0.0700000077,0.0141003421,0.0740000084,0.0116075631
1742900001.6608539,1735.2,225.375,0.1280000061,0.0158210807,0.0975999981,0.0157724433
1742900005.2425437,1740.2,226.095,0.064000003,0.0136921518,0.0639999956,0.0164360683
1742900008.814024,1745.2,226.865,0.055999998,0.0168076474,0.1640000045,0.0145225758
1742900012.2525299,1750.3,227.63,0.1000000089,0.0155636109,0.0680000037,0.0132010337
1742900016.0822845,1755.2,228.39,0.0720000044,0.0193649773,0.0680000037,0.0142718898
